id,x_lead,v_lead,a_lead,x_follow,v_follow,a_follow,timestamps
15,0.0,0.6484625288420277,-0.3171450218133703,-8.889278558227995,2.5759290078694104,-0.5392365026188979,0.0
15,0.021750897714287072,0.5113553989523988,-0.31158796699088415,-8.667586843740299,2.5498773126481478,-0.5692984506112732,0.10006092
15,0.08555815151993863,0.5209120228038907,-0.30278537898173363,-8.43684118791534,2.450473595496622,-0.6155570755199771,0.20013324
15,0.14339771013114858,0.5198580124318528,-0.2914965905927497,-8.21317656147147,2.3907587078458357,-0.6724127041536989,0.30019256
15,0.19503032577388357,0.5134415097790883,-0.27762251152453743,-7.997508234099488,2.3348345422771652,-0.730536212279425,0.40021348
15,0.23710577041298955,0.48864275123160217,-0.26150641893655685,-7.796538087258323,2.2696201058427983,-0.773978017753695,0.5001918
15,0.2706955903784474,0.4588731994553132,-0.24250719373211754,-7.610964197566902,2.1840391960665535,-0.8106192344357896,0.60012012
15,0.303996657322916,0.4463061180711558,-0.21934580825380154,-7.4332183675387355,2.1128608095051282,-0.8544765812246469,0.69999804
15,0.33559747453934,0.4377830896091985,-0.1921340373856586,-7.271602433236336,2.023834408698571,-0.8982684827584947,0.79985736
15,0.36846510687083683,0.43086004197331373,-0.1607569468791609,-7.1223981433762305,1.9297689084698548,-0.9401975053538716,0.89971468
15,0.3979657974892966,0.4162629232975599,-0.12635666068714477,-6.993049267879739,1.8222692230275148,-0.9803956479552316,0.999604
15,0.4366344220714998,0.4056303894156596,-0.09115406608245122,-6.884725721936746,1.6932277954668309,-1.0127019879983512,1.09952492
15,0.48107972012277483,0.4086825286662744,-0.05599671309555275,-6.78447078723457,1.5821044195115332,-1.0404153728791907,1.19950624
15,0.5299502274055286,0.4265938248420152,-0.022280802663310572,-6.694079617009484,1.4823628475344999,-1.0682041636927233,1.29955556
15,0.5819330759941591,0.4532118939107243,0.009008398629959141,-6.618356557171298,1.375383840263666,-1.08853865085593,1.39964348
22,0.0,7.218007653458772,-1.2613460967942896,-20.86224290983395,8.207058612498635,-1.0637254546563224,0.0
22,0.6370229292481583,7.091637752829736,-1.2670075551587368,-20.16840553395055,8.065966469260884,-1.0464337184788604,0.09993332
22,1.316626264293334,7.013429195073641,-1.2744428186534624,-19.40722939789808,7.983614616275959,-1.0190789787733763,0.19991364
22,1.9742557551890718,6.905423835527422,-1.2826066346111065,-18.64501732358629,7.875781994012295,-0.9844387371946602,0.29993656
22,2.6233557038453634,6.794264214069858,-1.2901789839603897,-17.8649481156281,7.7859696686681445,-0.9480473359058783,0.39998788
22,3.2548257994386445,6.666446477073656,-1.2948756984633591,-17.13201306624205,7.67758442693361,-0.9194137956523961,0.5000562
22,3.8616917941500057,6.531931585138783,-1.2976846786346172,-16.423880864304667,7.573513143175467,-0.8932271278569307,0.60011252
22,4.459001625672467,6.389890119170664,-1.300521186612839,-15.66809672939067,7.500016975668151,-0.8605121177995838,0.700169708
22,5.029268228591163,6.240282086721674,-1.302242733401783,-14.964912424781215,7.418720091411348,-0.8251637922655448,0.800222708
22,5.575126117973745,6.087645039117652,-1.3024538810487574,-14.271897330984462,7.339793504548222,-0.7876161994329076,0.900224708
22,6.108432964767308,5.9528468510852255,-1.3018311456965515,-13.591896524360124,7.272238020870275,-0.7512480180868195,1.000181708
22,6.630041988974097,5.807283774636933,-1.300475553542661,-12.920106122575419,7.20620039571738,-0.7249727348697339,1.100120708
22,7.128422374466428,5.655332291291596,-1.2993697125973134,-12.240849531122224,7.149086963078631,-0.7094939698187451,1.200050708
22,7.611728645294192,5.508775043196166,-1.3000117737393284,-11.56556041910606,7.1009685988613365,-0.7063535474686562,1.299983708
22,8.077924428752858,5.368231117141204,-1.3016576653450675,-10.894557934374056,7.070964465109043,-0.721674664385785,1.399932708
22,8.537019672919588,5.232445386071927,-1.3031832767749243,-10.227727831718271,6.992015191800418,-0.7601091406657948,1.50005352
22,8.983576389302831,5.091792210036322,-1.305162073310861,-9.573153595619297,6.909755984640438,-0.8277781885286647,1.59995484
22,9.414256292951714,4.9466175091125,-1.3076387148473478,-8.925015565810112,6.818661863334781,-0.9324506258337666,1.69985676
23,0.0,6.749104549615138,-0.13202749934699623,-13.117019492268494,7.140147568545944,-0.22306189055720682,0.0
23,0.6905906864756104,6.728505806903046,-0.13762851592875017,-12.453603004112207,7.09540003127109,-0.22989478068563468,0.09996432
23,1.3671055414912319,6.718419595417012,-0.14423789888883654,-11.758132953649582,7.104661764507737,-0.23937006875144945,0.19987564
23,2.0330236141075213,6.719488507066998,-0.15261562385546043,-11.050667592572976,7.103208161834536,-0.2512515899196933,0.29975056
23,2.6926804008418856,6.721461439330969,-0.1632382389647486,-10.350059330851435,7.091363809272025,-0.26562672700099776,0.39963888
23,3.3652716254998367,6.718062034353258,-0.17680437483142003,-9.649565969675917,7.077677277249469,-0.2823286664383554,0.4995562
23,4.037287623247973,6.715433808059514,-0.19364057482554964,-8.958770191738534,7.045396852972149,-0.30189424923269725,0.59951912
23,4.702428757493357,6.706044345012105,-0.21386105966009203,-8.276679513126666,7.007086583983551,-0.32520885106302705,0.69953344
23,5.365107792146698,6.68949721535289,-0.2382174193131202,-7.602338665111507,6.973192452233329,-0.35233931210836045,0.79957676
23,6.0194591516102465,6.646138813860795,-0.2674189413284978,-6.925252849856852,6.942872043826771,-0.383523732923566,0.89963668
23,6.6619734211673824,6.605797135985152,-0.29880655349114404,-6.260150177780444,6.877091976238757,-0.4172733333781485,0.999709
23,7.286317867806755,6.537944368484001,-0.32851473919615554,-5.610292091442219,6.807792146865874,-0.45105070755848403,1.09978232
23,7.897478816876517,6.482491878757152,-0.3544101098355502,-4.964814863371575,6.739323633995661,-0.48371916270548454,1.19982164
23,8.505956457993022,6.461794223925448,-0.37297833824116494,-4.326892835839224,6.685400444497637,-0.5134188716743876,1.29980856
23,9.119565003276056,6.389807028606982,-0.3833226485309179,-3.691835723938844,6.64132532750081,-0.5391822447738651,1.39978288
23,9.721449368552443,6.316925569963841,-0.3859705220712911,-3.067260996918928,6.586651523235454,-0.5608137329960259,1.4997412
23,10.333217160305747,6.266073259895264,-0.37738035108628115,-2.4473637041965746,6.538766180911028,-0.5760278324608135,1.59966112
23,10.948399916621216,6.241296487017089,-0.3544007241225769,-1.831379433066474,6.487367232940203,-0.5825791047239003,1.69956944
23,11.566243462118655,6.232032395335991,-0.3300582999103949,-1.2188926686646833,6.4467988174498965,-0.5833065871903118,1.79948776
23,12.184187511009627,6.219143985866239,-0.3228006241128567,-0.6094795359661668,6.3962734050110965,-0.5823737235192973,1.899566858
23,12.800874012754349,6.202146681622206,-0.3432280580448464,-0.0066161481424228535,6.3408717682515485,-0.5815796606871015,1.999651858
23,13.411044393495825,6.169544247109767,-0.4085681514698635,0.5931601253785513,6.295140307385846,-0.5846824161896788,2.099680858
23,14.008358772173056,6.118899517584495,-0.5051898814143699,1.1892552567762202,6.248594703005758,-0.5910131954281737,2.199657858
23,14.592251358566108,6.056005942630827,-0.6048953457060623,1.7796658091014734,6.1979725920937785,-0.5976502255191035,2.299604858
23,15.158508716579373,5.98634274504565,-0.7092225977118016,2.3670143549724507,6.144673613533038,-0.6076452023876706,2.39965988
23,15.719398503690853,5.912799021358913,-0.810131631868799,2.9494919826352635,6.09520629313628,-0.6231872264958742,2.4997102
23,16.261432554747955,5.830701059736772,-0.912616768045663,3.5261624605794903,6.044313377164802,-0.64134611666464,2.59971612
23,16.7812309805146,5.738627496796147,-1.0369789073763747,4.096663836090109,5.9903985241244895,-0.6592462862128114,2.69967144
25,0.0,-0.0011115849426855291,-0.001895417272026028,-12.66976453030331,-0.023871545172824846,-0.012684640648651968,0.0
25,-0.0021303562539426216,-0.0020194190285048835,-0.0016005668507886005,-12.671228074260446,-0.0031306203021912483,-0.010922305124512663,0.09990692
25,-0.00521496811332353,-0.0005192806521894409,-0.0016985899113171883,-12.67807370584974,-0.02952442987178545,-0.007858599927887296,0.19983824
